0,1,2,3,4,5,6,7,8,9
$phi$,H,H2,O,O2,OH,H2O,HO2,H2O2,N2
0.5,1.0841875148581768e-05,7.002702722922688e-20,0.00010652162195510167,0.09459209151052798,0.0013662228167648333,0.1892798652618813,8.685495055770746e-14,2.998992271956332e-07,0.7146441570144081
0.51,3.4893283082118548e-06,1.1827198032068721e-12,1.665045389487736e-06,0.09256170824936567,0.0014024994814557953,0.1927062989565424,8.378413333155389e-14,7.2858438562122e-07,0.7133236103532864
0.52,1.3842834430108604e-06,3.841808962588193e-15,2.6826142130229437e-07,0.09051655139881154,0.0013163869618795846,0.19617304879321645,8.920948831518855e-14,1.8869977491297945e-06,0.7119904733033858
0.53,2.6227973826252083e-06,1.7856914862604322e-16,8.110108050061123e-07,0.08844776254138467,0.0013478634120830091,0.1995621702661898,8.681844954420555e-14,6.25781071100806e-07,0.7106381441909967
0.54,8.652310700940462e-07,1.0161786177518172e-15,3.353696368764124e-07,0.0864183851898571,0.0012595746870352506,0.20300456836348985,9.222870382844206e-14,1.4236084880332544e-06,0.7093148475503296
0.55,7.609620884137697e-05,7.21523517712124e-20,0.0010319729358900796,0.08382385580147414,0.0012748526810618039,0.206221300729832,8.986645204095486e-14,6.482761316728489e-07,0.7075712733666791
0.56,2.0037368093257528e-06,8.647277379398836e-13,6.353605253814883e-07,0.08256167901831667,0.0004267391492951285,0.21021373281836644,2.6933615148708125e-13,3.0262798541943405e-08,0.7067951796527545
0.57,2.9138037778917445e-07,7.071503944054602e-17,2.3054093539924455e-08,0.08032020570256496,0.001205900990155778,0.21313840275371537,9.409667446402934e-14,1.4153490712062532e-06,0.7053337607699272
0.58,1.877708088009254e-07,1.3807559376059905e-19,1.1449168406104085e-05,0.07830575684726421,0.0011498369234334293,0.21650903718600187,9.772155841594039e-14,3.658745835079982e-06,0.7040200733581528
0.59,4.032406702831189e-07,0.0015331627260530478,0.0001454606707360284,0.07717548368634636,1.6063936938011346e-12,0.21871061054372973,6.963924591890932e-05,2.4912573589076238e-05,0.7023403273113503
0.6,1.4912107533395043e-05,8.012225068893424e-13,4.942380751000801e-06,0.07431873318129699,0.0010486214824804595,0.22320728823582506,1.0505010998831889e-13,3.197633030614171e-07,0.7014051828479038
0.61,2.3254013645455725e-05,3.0569702405590377e-12,7.71563858460839e-06,0.0723281307708399,0.0010143738247227908,0.22652585917364879,1.0675395896427063e-13,4.768997452464684e-07,0.7001001896756494
0.62,2.8545349401594896e-06,1.1356212947714117e-16,9.211666005727208e-07,0.07028094863757964,0.0012173349442873712,0.22972036902998277,8.790835294676132e-14,5.837452467932381e-07,0.6987769879412746
0.63,9.618591529926448e-06,2.681700815886845e-13,3.2000503804260276e-06,0.06834099164278651,0.0010500255995574508,0.23309027898601922,1.0054546307837424e-13,1.6816024586284267e-07,0.6975057169691119
