0,1,2,3,4,5,6,7,8,9,10,11
$phi$,$T_ad$,CO2,CO,H2O,H2,OH,O2,N2,H,O,h_prod
0.12,624.2654698900552,0.012433705736977723,5.294829656754299e-06,0.024325760028232227,0.0002353679260753983,0.0006128164366755533,0.18240029455178225,0.7799275312450699,2.4680724985326415e-05,3.454852054493419e-05,1554180.8117151647
0.14,681.0737282778402,0.014486430617200612,1.3928574579991953e-12,0.028888778927876876,7.415066524411598e-11,0.00016816333018026774,0.1779340500863197,0.7785224618153371,1.140080977037325e-09,1.1400746100388979e-07,1476860.4994321465
0.16,731.9266284684134,0.01652158153184873,3.950216666094347e-12,0.032941418315305074,1.3208207792642957e-10,0.00020348778871648768,0.1734256616264114,0.7769077031714988,1.4597049892696485e-09,1.459704822986855e-07,1410815.9179087263
0.18,782.1985735778483,0.01854868895737503,4.62639295353853e-12,0.037019122038250765,9.736815322108026e-11,0.00015651021635021062,0.16895997091426804,0.7753155703693759,1.3604182443033678e-09,1.3604196725068192e-07,1361816.3707475255
0.2,829.7221299027343,0.020565672633044194,2.6480193910330275e-11,0.04089844125303814,3.613598929227168e-10,0.0004658048429184105,0.16440880258157992,0.7736610190963933,2.56638303151212e-09,2.5663880307226827e-07,1320297.9965289072
0.22,878.4804299835251,0.022576532590358522,2.298698040204558e-11,0.044984464085658836,2.0059462357253127e-10,0.00033720004650794947,0.1600037491910328,0.7720978685948144,1.834327567943879e-09,1.8343371824828196e-07,1290517.4573661387
0.24,925.7463415522539,0.024578545060397083,5.1018055456745906e-11,0.04899258219567414,2.8911064607702656e-10,0.0003290133151673127,0.15558175837421667,0.7705178824610145,2.1609209766879658e-09,2.1609248061125012e-07,1264690.0273836262
0.26,972.1112250630989,0.026572285230479376,6.304302710444695e-11,0.0529769068757694,2.33963833455417e-10,0.0003353249907846184,0.15117369517835783,0.7689415890799324,1.963835111106338e-09,1.9638383445496847e-07,1242112.033440285
0.28,1018.650750259397,0.02855928754710384,7.324845408834833e-12,0.05704591380223743,1.9525496117923318e-11,0.00014532206268322715,0.14683996267291305,0.7674094274829112,5.114981088171038e-10,8.589380277182513e-08,1223010.9393383437
0.3,1063.5282645889888,0.030536843977350483,1.117351670998883e-10,0.060994841096380654,2.5941009272945224e-10,0.0001576905248219434,0.14246574187138203,0.7658446612817215,3.1199180582553356e-09,2.1775728005197237e-07,1205045.0978026707
0.32,1107.6944056251866,0.03250627487858441,1.4182314572302157e-10,0.06492265443537582,2.835151527375807e-10,0.00017978742752896857,0.13810660882019127,0.764284442443998,3.2162951704977873e-09,2.2835268819155027e-07,1189341.7803385595
0.34,1151.4363056079183,0.03446810659626544,3.4335141625960664e-11,0.06885895511307533,5.832226541998716e-11,0.00015451456876469034,0.13377864641814455,0.7627396145146741,1.6108387930321962e-09,1.6108557983343238e-07,1175797.9487876534
0.36,1194.344407917943,0.03642160874699653,1.051913892972074e-10,0.07275586786088872,1.5692051178231018e-10,0.0001746974657466432,0.12945529043761206,0.7611923543182133,1.9073865604007086e-09,1.7900104436262915e-07,1163563.306608601
0.38,1236.5751307099692,0.03836704065864109,1.0238083148752726e-10,0.07662826068436471,1.3942399373902947e-10,0.00021163965069376377,0.12514472365353854,0.7596481754688374,1.7458128951701107e-09,1.5789630680384864e-07,1152560.882555748
0.4,1278.3355575476112,0.04030484202577516,1.1442527415704183e-10,0.08049774313509152,1.4356333814397399e-10,0.00022388001012218307,0.12085846938829578,0.7581148878751774,1.9933539474620978e-09,1.7531419526073164e-07,1142789.4177378926
0.42,1318.9207688242625,0.04223339549865564,6.828122881340293e-10,0.08428068647112445,7.918646447432516e-10,0.0003722068873845394,0.11655140179340788,0.7565619724117922,3.3125113499026683e-09,3.3215044686199255e-07,1133350.3258766914
0.44,1356.2151195013419,0.04414723158648269,5.954592929710486e-11,0.08772466635394036,6.390727848056179e-11,0.0011395923563095797,0.11208978917018746,0.7548985497913557,1.3920863846271736e-09,1.692261843518091e-07,1122137.0381998462
0.46,1372.8334110345736,0.045029399263331105,0.0009614416882831435,0.08937966157634128,0.0010442879172007258,0.0031197494797509952,0.10818111953354366,0.7522379680048781,1.3894848888524008e-06,4.498305178200824e-05,1093245.1341731222
0.48,1439.463718671336,0.04797726848143835,1.4921914170454615e-09,0.095769400276043,1.367540386428573e-09,0.0003702729316338761,0.10385798791309868,0.7520246682375578,3.6757798589598846e-09,3.9562471667838726e-07,1111479.9930096683
0.5,1473.6004999177478,0.049862232912639595,1.4260576952841861e-08,0.0989672270500666,1.2396663846273913e-08,0.001514473777054307,0.09934389306082993,0.750308100248376,3.598938025587094e-08,4.010304412531868e-06,1101146.4654744673
0.52,1308.5615653798545,0.05115883999608308,2.0215283089470607e-10,0.0785872564101264,2.0187521609630694e-10,0.04746083376667358,0.08258103920731152,0.7402103252126933,1.3802321538584966e-08,1.6912007624807522e-06,926767.9504117048
0.54,1556.2620790218245,0.05365381133947668,1.1150650013748215e-06,0.10724173450093762,8.150123027661766e-07,0.0001343009117678105,0.09136425780963893,0.7475730488998886,3.0579711397239436e-07,3.061066387209325e-05,1096415.1818094885
0.56,1594.0010647297383,0.055530375199978874,1.606588585176093e-06,0.11098179143652653,1.0909101695072185e-06,0.000162071949787979,0.08722077159771939,0.7460929526012897,9.051099732495999e-08,9.249204945358741e-06,1090078.7045057714
0.58,1631.2955573743634,0.05739744524497054,4.079870096220236e-06,0.11472199403636378,2.6295107179692613e-06,0.00015676846248795906,0.08309534124205492,0.7446174850722947,8.490355626557497e-08,4.1716574575649815e-06,1085471.8611783946
0.6,1667.875107143095,0.05925589057719843,6.791719032156441e-06,0.11841880782563122,4.175022362849314e-06,0.00020460942052113413,0.07896820959990884,0.7431352224447958,1.5406841224833702e-07,6.139322137342905e-06,1080946.775456963
0.62,1703.9496935734196,0.06110496390392642,1.117512870572721e-05,0.12209289324020955,6.5616048228350905e-06,0.00026537089303879804,0.07485468783334298,0.7416551434067497,2.755474252003019e-07,8.928441778878934e-06,1076634.1006203308
0.64,1739.531180190025,0.06294442461250956,1.748766296916007e-05,0.12574443423266277,9.878332103157159e-06,0.00033856050155714636,0.07075511143638377,0.7401772425242289,4.634708192841833e-07,1.2397226766265269e-05,1072512.8315812128
0.66,1774.5877966644705,0.06477261171585565,2.722409347973659e-05,0.12936956937592492,1.480259600695456e-05,0.00042982515776601347,0.06666866962330592,0.7386994269751074,7.741357117327534e-07,1.709632684170708e-05,1068534.921097044
0.68,1809.1306614383805,0.06658816279014677,4.1735103276080057e-05,0.13296947799624356,2.187870174771267e-05,0.0005356102681704723,0.06259711898978032,0.7372215593249865,1.2679095296232059e-06,2.318891611891793e-05,1064686.6184677368
0.7,1843.2291486288036,0.06839040784207516,6.192841907235952e-05,0.1365523088928173,3.1407806530261596e-05,0.0006399183269794211,0.058545399759403025,0.7357461992694766,1.9933189143599647e-06,3.043636473148992e-05,1060994.4917884434
0.72,1876.774592575481,0.07017511119184701,9.151386766575107e-05,0.14010621582304042,4.492787420335439e-05,0.0007610983903662991,0.054510713172729756,0.7342676428176645,3.1144531948606615e-06,3.966240928783189e-05,1057368.8631840805
0.74,1909.7341643570915,0.07193913694249665,0.00013338652865505003,0.1436277155056978,6.350140867374334e-05,0.0009028820430731547,0.05049405110308087,0.7327837006719415,4.778012790777707e-06,5.084778359042712e-05,1053776.1513509604
0.76,1942.0815525765017,0.07368044541393476,0.00018936700291494296,0.14711281759961298,8.770662536071811e-05,0.0010711169422450905,0.04649546108046567,0.7312926291893639,7.084275203649047e-06,6.337187089831553e-05,1050190.1717787685
0.78,1973.7488514788513,0.07539009335499201,0.00026788988258673644,0.15055833779251593,0.0001207980064798338,0.0012632234936559383,0.042520870440194786,0.7297900703014311,1.0437858667271005e-05,7.82788694764845e-05,1046561.7844958447
0.8,2004.7098448756763,0.07706051985715846,0.0003761835157546921,0.1539646530306113,0.0001653795111143651,0.001471542664831892,0.038577340173812175,0.7282737579119213,1.5205743369655666e-05,9.541759142613738e-05,1042870.7730298908
0.82,2035.1566042951974,0.07869074318559256,0.0005160180947253954,0.15735590520987777,0.00022201085838990616,0.001649743888748841,0.034679114808097045,0.726751932769468,2.1469095988167976e-05,0.00011306208911242349,1039225.4973651608
0.84,2064.7539759126835,0.08026000450536765,0.0007061727000031966,0.1607011416015583,0.00029765243086509575,0.001836994446980132,0.030828255170512926,0.7252072561478792,3.0126309656357274e-05,0.00013239668717715972,1035425.6869414353
0.86,2093.3685926594744,0.08174979386569638,0.0009640615465543659,0.16399343686291284,0.00039862690917150985,0.0020293116586642943,0.02703815822301617,0.7236317361647628,4.19824461699577e-05,0.00015289232305154226,1031398.6581705483
0.88,2120.945088408932,0.08315456272398486,0.0012946242069634603,0.1672242059141279,0.0005268562746186753,0.002237585915087897,0.023311540791883512,0.7220222692148179,5.703743121224068e-05,0.000171317527303582,1027120.611478764
0.9,2147.2639655776893,0.08444046004251292,0.0017298582133427247,0.17038560826265897,0.000694478676941439,0.00244457775390603,0.019675355787552307,0.7203656235145605,7.652139031574548e-05,0.00018751635820913573,1022479.2687876351
0.92,2172.022125002619,0.08556304375723704,0.002311649276944026,0.17346448939806075,0.000917656415635293,0.002632639682881689,0.01616430619042963,0.7186439699482718,0.00010184082645066339,0.0002004045040890822,1017325.0878503311
0.94,2194.832608528225,0.08646729266864445,0.0030917018967080486,0.1764415908647355,0.0012172886867008294,0.0027839730922893293,0.01282125752581008,0.7168349109080903,0.0001342460662484112,0.00020773829077316448,1011474.1214491131
0.96,2215.5561838224426,0.0871039112649455,0.0041172782227373,0.1793252714942339,0.0016149885512885742,0.002830806852821052,0.00970077099257516,0.7149279731673553,0.0001734310068653317,0.0002055684471778431,1004881.1223525743
0.98,2233.095068316478,0.0873512368195676,0.005501418371555639,0.1820416471622389,0.0021615816824180163,0.002783543393239307,0.006884344343225158,0.7128629504469136,0.00022061968193954815,0.00019265809890212652,997016.9646569126
1.0,2246.04027129044,0.0870481744927017,0.007393652330561852,0.18449677635380762,0.002931687470776925,0.0026348055081523874,0.004488710505702788,0.7105623160988398,0.00027557413573411416,0.0001683031037227875,987229.163360713
1.02,2252.797000252324,0.08602351495020943,0.009951552490739857,0.1865727025619513,0.004021559850753543,0.002376968241538439,0.002644974758444238,0.707939339667133,0.00033477669684868196,0.00013461078238151167,974814.7040707805
1.04,2252.2812737694526,0.08420020882146126,0.013241894531248428,0.1881535420343392,0.005515135959828048,0.0020401048218123166,0.0014214938121236156,0.7049382934857202,0.0003909526006918973,9.837393277505467e-05,959365.416718571
1.06,2245.164188784116,0.0817293720662414,0.017116588140273694,0.18921192210507864,0.007417282958110629,0.0016891728350171859,0.0007298457545865902,0.7016020535772409,0.00043625786466456934,6.75046987861896e-05,941341.9289143744
1.08,2233.5551705763723,0.07891047791631339,0.021290781285806016,0.1898264228282894,0.009653598769104899,0.0013775983844320622,0.0003773911663918003,0.6980511002616784,0.00046739522925699854,4.523415872695024e-05,921855.1590733872
1.1,2219.439580920497,0.07599213312297516,0.02553033106450916,0.19010091448670938,0.012139973146604068,0.0011224834933483139,0.0002021104539027843,0.6943960753949144,0.0004855979899619847,3.0380847074674378e-05,901889.17346737
1.12,2204.03957256248,0.07311294257079937,0.029705765373297832,0.1901123561764098,0.014818578281660692,0.0009193559089884611,0.00011281929781432172,0.6907039054067753,0.0004936069512592523,2.06700329950537e-05,882018.602678705
1.14,2188.1175075819006,0.07034679379626854,0.0337490264238061,0.18991630756662498,0.017656568211672687,0.0007461689325536355,6.464747397480396e-05,0.6870150206671592,0.0004913603911495004,1.410653679053234e-05,862576.5544070913
1.16,2171.889328072794,0.06771348417334373,0.03764213573855637,0.1895342001407969,0.0206327763463273,0.0006060021275111965,3.810648400544185e-05,0.683341048689664,0.0004825245458408209,9.721753954263665e-06,843634.4371785105
1.18,2155.5017027596928,0.06521990590970837,0.041379504224066804,0.18898659221764083,0.02372988492876059,0.000495038548002922,2.3099367648623846e-05,0.6796895399974366,0.0004696476942947096,6.787112440546285e-06,825229.1659218739
