0,1,2,3,4,5,6,7,8,9,10,11,12
$phi$,CO2,CO,H2O,H2,OH,O2,N2,NO,C3H8,H,O,N
0.6,0.0008398920739933231,4.745864909396357e-09,0.041398825165364764,9.54618630162273e-08,3.28139163008619e-05,0.17938504185196316,0.757402399922679,0.001072275669141591,0.019867767699602544,2.9065613538694255e-09,8.787758538729971e-07,1.8108118117293365e-09
0.61,0.0004256933865183785,2.4006355285518572e-09,0.040852217086146496,9.401453598204989e-08,3.262901995855264e-05,0.18009936613776856,0.7575059836786149,0.001074481954375563,0.02000861790598007,3.551188213153806e-09,8.805242671760491e-07,3.034001098719548e-08
0.62,0.00054614935176183,3.0814182124433956e-09,0.04101117248583555,9.442493960659209e-08,3.268480839958692e-05,0.17989162024943428,0.7574757712684529,0.001073840649183576,0.019967655198882293,1.1899197555740512e-08,8.799717858457588e-07,1.1661070867361192e-07
0.63,0.0007250013129833858,4.094408323024489e-09,0.04124720453696298,9.505980292695514e-08,3.2762800239894006e-05,0.17958317810663565,0.7574310957076246,0.0010728880117955694,0.019906836408106247,5.268003560131188e-09,8.792620881166201e-07,4.943134885740214e-08
0.64,0.0007429109960175351,4.196090886656087e-09,0.041270836167720634,9.512727345825135e-08,3.276954864324019e-05,0.17955228715274876,0.757426564933055,0.0010727925325511643,0.019900745498463105,1.0623779522664653e-08,8.791742519355799e-07,1.0404940485363438e-07
0.65,0.0004430783801963177,2.4990202432631557e-09,0.040875156108395094,9.40810835555455e-08,3.263893466378246e-05,0.18006938062399339,0.7575016028245362,0.001074389393687339,0.020002705643178652,6.775862768764887e-09,8.804474508772841e-07,6.428793166915862e-08
0.66,0.00039164579980554355,1.989277329707256e-09,0.040811367107029366,8.459151656281717e-08,2.46183800484888e-05,0.1801604322978738,0.7575159405093651,0.0010746711545289445,0.020020235499070525,1.1375515282934556e-08,8.804158080248017e-07,1.1088016114037783e-07
0.67,0.0003921198484814808,2.2114325540364512e-09,0.04080790969143945,9.391899435636459e-08,3.261806662033785e-05,0.18015726798830467,0.7575144021524198,0.0010746606357614971,0.02002003499384412,2.9303738819650126e-09,8.806650286935619e-07,6.897299158672147e-09
0.68,0.00040170686718538805,2.1676610637974564e-09,0.040822348203782985,8.989718320275034e-08,2.9119080623822157e-05,0.18014175991489587,0.7575126037066613,0.001074613163543941,0.020016791823124543,8.149135776321094e-09,8.805146465897475e-07,7.651155554589928e-08
0.69,0.0008472362014946749,4.787533255194473e-09,0.04140851437748683,9.548759840847967e-08,3.281713332237498e-05,0.17937237166466236,0.7574005136084259,0.0010722364652402563,0.0198652696990622,5.889276861155325e-09,8.787455314657721e-07,5.5940365261996665e-08
0.7,0.00033007017222716137,1.8002962587338104e-09,0.040727265814644885,9.039749515919862e-08,3.015865121275555e-05,0.18026499135130872,0.7575303476318711,0.0010749931936982168,0.020041147180926634,5.540289187535812e-09,8.809319244636612e-07,4.733410548804095e-08
0.71,0.0009518231130938358,5.381233957668767e-09,0.04154653859816468,9.585404745470681e-08,3.286357962065951e-05,0.17919200539575972,0.757374397726918,0.0010716787640241729,0.01982970491740607,1.162621167253742e-09,8.783028888878424e-07,7.204221568238863e-09
0.72,0.000780358462724132,4.40820562604759e-09,0.04132025649409053,9.525344916704645e-08,3.278744737824744e-05,0.17948770770414052,0.7574172296826799,0.0010725929662583759,0.019888011676724715,7.247995259067372e-09,8.790243794254196e-07,6.963197402655738e-08
0.73,0.012487783825372186,1.9210801976510836e-09,0.053081589724234296,3.328857349053577e-09,0.007269669219829394,0.1571659967560286,0.7531228621731725,0.0010008343716501845,0.01587042869862443,2.4580811380914763e-09,8.225542968624204e-07,4.968772831640208e-09
0.74,0.00031702519631471993,1.5960934949068723e-09,0.04071556141088365,8.321945552435953e-08,1.9354480167945296e-05,0.18029066463119442,0.7575355957379312,0.0010750734829233425,0.02004563699148505,1.1353511233346053e-08,8.811154981319602e-07,1.107845413286105e-07
0.75,0.0005306146947022302,2.9914862764313103e-09,0.04099067403415204,9.42975198052774e-08,3.2677705921542405e-05,0.17991841361325298,0.7574796839638609,0.001073923389290528,0.019972938176096626,9.079606516672237e-09,8.800268230002108e-07,8.802728756675487e-08
0.76,0.000301607881891675,1.789783409750285e-09,0.04068903477886663,9.878318958950251e-08,3.14409690854169e-05,0.18031369763095992,0.7575372040702443,0.001075143275928152,0.02005081908758456,6.940307260018857e-09,8.810508584122028e-07,6.374130069374528e-08
