0,1,2,3,4,5,6,7,8,9
$phi$,H,H2,O,O2,OH,H2O,HO2,H2O2,N2
0.5,5.534688834803984e-10,8.457833924150679e-13,5.461390770446153e-10,0.0950224907061485,4.850031537785162e-07,0.19004498165004755,2.4677160157049096e-10,1.2750728900224773e-09,0.7149320400183519
0.51,2.1695805126817542e-07,1.967323603762511e-11,2.1056317646720583e-07,0.09294436038352691,1.8815812526835212e-07,0.19347611167882836,6.334091603282778e-10,2.3046991428381207e-06,0.7135766069060665
0.52,1.5531519759444748e-09,8.376178996057728e-13,1.4028951541424025e-09,0.09087616539946619,5.049392702458487e-07,0.19689838020872671,2.348604643061632e-10,7.676045750845815e-09,0.7122249385847459
0.53,1.148335823900446e-08,1.1312153914435793e-13,1.1441762662547012e-08,0.0888145319984801,1.3415268136220086e-06,0.20030520117157458,8.788885914125938e-11,2.47316083373995e-10,0.7108789020426928
0.54,3.2896622124387217e-09,1.2541341769645972e-13,3.0083095316270515e-09,0.08676090206023511,1.3563811174115967e-06,0.2036996272392922,8.635539681781395e-11,2.521808518739018e-10,0.7095381076827219
0.55,3.2171339686783086e-09,1.0575361588140474e-12,3.1846612132360963e-09,0.08471524470204483,4.7298201403416104e-07,0.2070817624688168,2.4581915675392404e-10,1.8070471034934984e-12,0.7082025131966454
0.56,2.6531471702889147e-06,2.0363318982428106e-11,1.3908608196806741e-06,0.08267630348340563,6.8071564456247e-07,0.2104478714223557,1.6940132261757067e-10,9.236965352720446e-07,0.7068701764843042
0.57,7.409218908693176e-09,4.481603467988341e-13,7.390868408166649e-09,0.08064639657822482,7.494511671188693e-07,0.21380684923536314,1.5248255723880582e-10,3.620658257177549e-11,0.7055459897460202
0.58,6.077124921002484e-08,5.615246097467447e-13,1.983097353265618e-06,0.07862226649441859,1.1722070336736726e-06,0.2171501018849174,9.652908739055074e-11,4.7441720711192395e-11,0.7042244154004955
0.59,6.21053670329251e-08,4.1357716762123746e-13,6.533856087072358e-08,0.0766079085907532,1.1409033526599679e-06,0.2204815669886769,9.81191919819607e-11,4.644070649456208e-10,0.7029092555103496
0.6,5.9580672015608816e-08,7.117797153162589e-13,4.3947347315631083e-07,0.07459979797077117,1.2374969523643728e-06,0.22380028837307203,8.941514425083858e-11,3.949069139413875e-10,0.7015981766200255
0.61,1.0422057371558249e-08,1.171228226242274e-12,6.0582448302856596e-09,0.07259978884650896,4.92525051914283e-07,0.2271071970476919,2.2186809570572723e-10,5.2885944256756885e-08,0.7002924519914614
0.62,1.0844869787494475e-07,2.3637746953750947e-13,1.1286122408018862e-07,0.0706064943029318,1.6387447354469692e-06,0.23040069865872326,6.579214676224526e-11,4.468628569880996e-10,0.6989909464707963
0.63,1.7943888634140807e-07,5.435766676022297e-12,1.7925074145378208e-07,0.06862091777307573,1.542144462862571e-06,0.23368264918696424,6.891517404449501e-11,2.724834169619184e-10,0.697694531859035
0.64,6.485711119994568e-09,1.1069724330540802e-12,3.3660615683739974e-09,0.06664300284393353,5.285821793137827e-07,0.23695312686310116,1.9799827695519359e-10,3.201496077829827e-08,0.6964032996449473
0.65,7.747681107011785e-08,5.026972462226448e-13,6.336893763912482e-08,0.06467188296300978,1.2700520187659712e-06,0.24021040275686434,8.106674482547622e-11,2.9810556127869295e-10,0.6951163030026835
0.66,9.941593504031149e-08,7.67413611367157e-13,7.314766763637813e-08,0.06270821398443997,1.34239944966822e-06,0.2434560469341017,7.537375620900758e-11,2.6154343247684845e-10,0.6938342237807213
0.67,4.043280150989119e-08,2.3793855310926435e-13,3.1289777566777786e-08,0.06075182909009566,1.2527770049718516e-06,0.24668989327960703,7.928551807803635e-11,4.511486430006854e-11,0.692556953006075
0.68,2.4424755265010163e-08,1.415983318918801e-13,2.4252130422461593e-08,0.05880250538194344,1.6122255295124672e-06,0.24991156865064607,6.041062423275756e-11,3.257921822483953e-10,0.691284264678651
0.69,1.081123438744845e-08,3.5174057673330043e-13,1.0917873896703866e-08,0.05686059254728491,1.0031491047763957e-06,0.25312196948339377,9.508952082323283e-11,3.910132286393657e-11,0.6900164129565657
0.7,2.2907885305214898e-08,2.940051712630498e-13,2.3175398266457406e-08,0.05492556303514244,1.224845792648783e-06,0.2563201270582159,7.61785779683224e-11,1.549223988080812e-10,0.6887530387461706
0.71,8.456585921694604e-08,5.600457340477844e-13,1.1868441683745124e-07,0.05299759103794981,1.3772612000803534e-06,0.259506588310608,6.618279914355989e-11,1.6190111542289946e-10,0.6874942399113221
0.72,1.0135843565236894e-09,2.600792107031527e-13,9.747916441425153e-10,0.05107681878147094,1.209220738649607e-06,0.26268173341975615,7.353685523763069e-11,4.4836627514768417e-11,0.6862402364710247
0.73,8.615399688353846e-10,1.0736503992485793e-12,3.159370048755687e-08,0.04916309609725254,6.021661909540392e-07,0.26584548758025317,1.4384973847068833e-10,1.669612939584929e-10,0.6849907813891781
0.74,1.865741186305744e-08,2.910547171431087e-13,1.874766898420338e-08,0.04725604787435435,1.1752022257635482e-06,0.26899706734763756,7.168846214974902e-11,6.454710681694372e-11,0.6837456720341749
0.75,6.71224448655736e-08,4.953757746889632e-11,3.5617562345008526e-05,0.045337432104170954,3.19105505801833e-07,0.27213269441893473,2.562478732923682e-10,5.317336260494892e-07,0.6824933376471871
0.76,2.123499206194499e-09,1.2260575632660322e-12,9.766708303927907e-08,0.04346306020945852,5.834759503311194e-07,0.2752669863424865,1.358965389317945e-10,3.797131579168677e-10,0.6812692696646867
0.77,8.423767784272442e-11,1.1207803111676232e-12,2.31387667179356e-09,0.0415768371727625,6.171584440829586e-07,0.27838477315403093,1.2429600682376095e-10,1.460734089453898e-10,0.680037769845158
0.78,6.613127437989077e-09,2.5046422871123194e-13,6.6111640571238165e-09,0.03969719987489602,1.310472798124821e-06,0.28149091209682725,5.651362504196454e-11,2.499342277231769e-11,0.6788105642494296
0.79,9.204759354599149e-10,1.2528934184378604e-12,5.846194977733242e-08,0.03782467115764923,5.96736750888044e-07,0.2845866642414741,1.1955392735589693e-10,2.679280364161734e-10,0.6775880080929653
0.8,7.868449720638842e-07,7.2195704332668e-11,1.1043276677790823e-06,0.03595564744805332,3.1233680529126457e-07,0.28766539525191914,2.1947588072738518e-10,5.7745789033940465e-06,0.6763709789200075
0.81,2.2247967162815963e-11,1.9676722665244735e-12,1.0598656651291066e-09,0.034099521121840934,4.86464388172615e-07,0.2907440983281477,1.350719162982153e-10,4.29729892843746e-09,0.675155888569171
0.82,8.02488674749211e-12,2.603132629054651e-12,6.61695810525306e-11,0.032246940794351364,4.273960450532911e-07,0.29380626263644305,1.469183344843368e-10,1.1546810548957748e-08,0.673946357402634
0.83,2.0318626002104127e-07,5.130037012598029e-12,2.415371540942269e-07,0.030400517367491147,1.899934209781378e-06,0.29685642014265756,3.1480801748492706e-11,1.0154392759654304e-08,0.6727407076412236
0.84,1.510943321783656e-08,2.877040175699294e-13,1.510076515615473e-08,0.028561371890947294,1.3123209444182033e-06,0.29989722606297275,4.325819354164658e-11,3.451490916290093e-11,0.6715400594368763
0.85,8.308483188037716e-11,2.7057430917872766e-12,6.368065888868244e-09,0.026728641467414327,4.322253371133212e-07,0.3029269614996511,1.24154229473484e-10,2.81334117653008e-07,0.670343676895469
0.86,1.5181128323728564e-08,2.2010810803601815e-13,1.5179552915113975e-08,0.024902195699347873,1.5295082107506064e-06,0.30594523391398665,3.301311065370356e-11,2.555467370217154e-11,0.6691510104589856
0.87,1.5944014178083996e-07,4.57356139608519e-12,1.593715009457593e-07,0.02308221654866003,2.0034374899767405e-06,0.3089527846749115,2.359123436675378e-11,6.718222770582354e-09,0.6679626697809082
0.88,6.703005115441718e-08,4.330991318614788e-13,6.701892228222371e-08,0.021269135251881604,1.0129982029725096e-06,0.31195073876908863,4.3409449269520085e-11,2.816433531521064e-10,0.6667789786063675
0.89,7.90981584618211e-08,5.391470474091506e-13,7.915593183462663e-08,0.019462175649049524,1.050258641242636e-06,0.3149373952312712,3.8679102985012846e-11,2.931814507401118e-10,0.6655992202745481
0.9,9.088511985373199e-08,1.0290201220838053e-12,9.089455776905064e-08,0.017661606575048835,1.0583619541536627e-06,0.31791351847823457,3.5161065733217e-11,3.1938540814605105e-10,0.6644236344495094
0.91,7.383761532110446e-08,2.9341708770647376e-12,7.383282870950846e-08,0.015867446687724936,8.606690305529434e-07,0.32087929266450693,3.9207565751643684e-11,3.386823387897469e-10,0.6632522519274695
0.92,4.338068610204503e-10,2.4496384097654717e-12,9.69838575682723e-10,0.014079661800165596,4.85610816336794e-07,0.3238347825628634,6.222777771677191e-11,2.1416420660292e-10,0.6620850683436675
0.93,4.4529139807670304e-07,0.00016963900462319228,4.457398030162775e-07,0.01847500683170369,8.046020167976411e-07,0.32631253262275123,2.0742924455365753e-10,3.1395162181185083e-09,0.6550411225607585
